"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi2g51980.1"	"GO:0010181;GO:0016491;GO:0045892"
"Bradi2g51990.1"	"GO:0046983"
"Bradi2g52000.1"	"unknown"
"Bradi2g52016.6"	"GO:0005515;GO:0008270"
"Bradi2g52030.1"	"GO:0016817"
"Bradi2g52040.4"	"GO:0003950"
"Bradi2g52050.1"	"GO:0009055"
"Bradi2g52060.1"	"GO:0016021"
"Bradi2g52070.4"	"GO:0005515"
"Bradi2g52077.1"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi2g52090.1"	"GO:0004097;GO:0008152;GO:0016491;GO:0046148;GO:0055114"
"Bradi2g52110.1"	"unknown"
"Bradi2g52121.1"	"unknown"
"Bradi2g52130.1"	"GO:0005622;GO:0006810"
"Bradi2g52140.1"	"GO:0004857;GO:0005618;GO:0030599;GO:0042545"
"Bradi2g52150.1"	"GO:0005515;GO:0005524"
"Bradi2g52155.1"	"GO:0009055"
"Bradi2g52160.4"	"GO:0008289"
"Bradi2g52170.1"	"GO:0003677;GO:0005515"
"Bradi2g52180.1"	"GO:0003676;GO:0003723"
"Bradi2g52187.1"	"GO:0008654;GO:0016020;GO:0016780"
"Bradi2g52210.1"	"GO:0004097;GO:0008152;GO:0016491;GO:0046148;GO:0055114"
"Bradi2g52227.1"	"GO:0005515"
"Bradi2g52250.2"	"GO:0005515"
"Bradi2g52260.1"	"GO:0004097;GO:0008152;GO:0016491;GO:0046148;GO:0055114"
"Bradi2g52270.2"	"unknown"
"Bradi2g52295.1"	"unknown"
"Bradi2g52300.1"	"unknown"
"Bradi2g52310.1"	"unknown"
"Bradi2g52317.1"	"unknown"
"Bradi2g52330.5"	"GO:0003743;GO:0006413"
"Bradi2g52336.1"	"unknown"
"Bradi2g52342.1"	"unknown"
"Bradi2g52350.1"	"GO:0003857;GO:0004616;GO:0006631;GO:0016491;GO:0055114;GO:0070403"
"Bradi2g52356.3"	"unknown"
"Bradi2g52362.3"	"GO:0005515;GO:0008270;GO:0046872"
"Bradi2g52370.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi2g52380.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi2g52390.1"	"unknown"
"Bradi2g52400.1"	"unknown"
"Bradi2g52417.1"	"unknown"
"Bradi2g52437.2"	"GO:0043531"
"Bradi2g52450.6"	"GO:0043531"
"Bradi2g52455.3"	"unknown"
"Bradi2g52460.1"	"GO:0003824;GO:0006281;GO:0006284;GO:0008725"
"Bradi2g52470.1"	"GO:0004197;GO:0006508"
"Bradi2g52480.2"	"unknown"
"Bradi2g52500.1"	"GO:0005515"
"Bradi2g52510.1"	"GO:0003993;GO:0016787;GO:0046872"
"Bradi2g52540.5"	"GO:0004518;GO:0006281"
"Bradi2g52560.1"	"unknown"
"Bradi2g52566.1"	"GO:0004553;GO:0005975"
"Bradi2g52570.1"	"GO:0004367;GO:0005975;GO:0006072;GO:0009331;GO:0016491;GO:0016616;GO:0046168;GO:0051287;GO:0055114"
"Bradi2g52580.1"	"unknown"
"Bradi2g52590.3"	"GO:0003700;GO:0006351;GO:0006355;GO:0043565"
"Bradi2g52600.2"	"GO:0005515;GO:0008270"
"Bradi2g52610.1"	"GO:0005524;GO:0016114;GO:0050515"
"Bradi2g52620.1"	"unknown"
"Bradi2g52640.1"	"GO:0016021;GO:0055085"
"Bradi2g52650.2"	"GO:0003677;GO:0003697;GO:0005524;GO:0006259;GO:0006281;GO:0008094;GO:0009432"
"Bradi2g52652.1"	"unknown"
"Bradi2g52660.1"	"unknown"
"Bradi2g52670.3"	"GO:0004869"
"Bradi2g52680.3"	"GO:0016020;GO:0016021;GO:0022857"
"Bradi2g52690.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g52695.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g52710.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g52720.1"	"unknown"
"Bradi2g52730.1"	"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898"
"Bradi2g52740.1"	"GO:0008152;GO:0016758"
"Bradi2g52750.1"	"GO:0008152;GO:0016758"
"Bradi2g52760.1"	"GO:0005634"
"Bradi2g52770.1"	"unknown"
"Bradi2g52777.2"	"GO:0003677;GO:0003899;GO:0005634;GO:0006351"
"Bradi2g52790.2"	"GO:0000930;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0007020;GO:0031122;GO:0043234;GO:0051258"
"Bradi2g52800.1"	"GO:0004252;GO:0005515;GO:0016021"
"Bradi2g52810.2"	"GO:0005515"
"Bradi2g52830.1"	"unknown"
"Bradi2g52840.1"	"GO:0043531"
"Bradi2g52850.2"	"GO:0005737;GO:0016787;GO:0016810"
"Bradi2g52860.1"	"GO:0003700;GO:0006351;GO:0006355;GO:0043565"
"Bradi2g52890.1"	"GO:0005515"
"Bradi2g52900.5"	"unknown"
"Bradi2g52910.1"	"GO:0006364;GO:0032040"
"Bradi2g52920.1"	"GO:0003723;GO:0004525;GO:0006396"
"Bradi2g52930.1"	"unknown"
"Bradi2g52940.1"	"GO:0005509"
"Bradi2g52966.1"	"unknown"
"Bradi2g52977.2"	"GO:0016020;GO:0016021;GO:0022857"
"Bradi2g52987.1"	"unknown"
"Bradi2g53000.1"	"unknown"
"Bradi2g53010.2"	"GO:0003677"
"Bradi2g53020.2"	"unknown"
"Bradi2g53040.3"	"GO:0005515"
"Bradi2g53050.1"	"unknown"
"Bradi2g53060.6"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g53076.1"	"GO:0005525;GO:0005622;GO:0006886;GO:0007264;GO:0015031"
"Bradi2g53082.3"	"GO:0005525;GO:0005622;GO:0006886;GO:0007264;GO:0015031"
"Bradi2g53090.2"	"GO:0032266;GO:0043130"
"Bradi2g53100.10"	"GO:0005096"
"Bradi2g53107.3"	"unknown"
"Bradi2g53120.1"	"unknown"
"Bradi2g53130.17"	"GO:0046856"
"Bradi2g53140.3"	"GO:0005515"
"Bradi2g53150.5"	"unknown"
"Bradi2g53160.7"	"GO:0004674;GO:0005096;GO:0005515;GO:0006468;GO:0007165"
"Bradi2g53170.1"	"GO:0004124;GO:0006535"
"Bradi2g53180.1"	"GO:0016491;GO:0055114"
"Bradi2g53190.4"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g53200.1"	"unknown"
"Bradi2g53210.3"	"GO:0008270"
"Bradi2g53220.4"	"unknown"
"Bradi2g53227.1"	"unknown"
"Bradi2g53234.1"	"GO:0005515"
"Bradi2g53250.4"	"GO:0005515"
"Bradi2g53260.1"	"GO:0003677;GO:0006355"
"Bradi2g53267.2"	"GO:0005488;GO:0006886"
"Bradi2g53310.1"	"unknown"
"Bradi2g53320.1"	"GO:0006812;GO:0015299;GO:0016021;GO:0055085"
"Bradi2g53330.1"	"unknown"
"Bradi2g53340.3"	"GO:0003824;GO:0004619;GO:0005737;GO:0006007;GO:0008152;GO:0030145;GO:0046872"
"Bradi2g53347.3"	"GO:0005515"
"Bradi2g53353.1"	"unknown"
"Bradi2g53360.2"	"GO:0016021;GO:0055085"
"Bradi2g53368.1"	"GO:0005515"
"Bradi2g53377.2"	"GO:0005515"
"Bradi2g53390.1"	"GO:0003677"
"Bradi2g53400.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g53411.1"	"unknown"
"Bradi2g53420.4"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g53430.1"	"GO:0005515"
"Bradi2g53440.3"	"GO:0003677;GO:0003899;GO:0006351"
"Bradi2g53450.1"	"GO:0005515"
"Bradi2g53460.1"	"GO:0004672;GO:0005488;GO:0005524;GO:0006468"
"Bradi2g53470.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g53510.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g53520.1"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g53530.1"	"GO:0000049;GO:0016020"
"Bradi2g53540.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g53542.1"	"unknown"
"Bradi2g53550.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g53556.1"	"GO:0005515;GO:0008270"
"Bradi2g53570.1"	"GO:0006869;GO:0008289"
"Bradi2g53580.1"	"GO:0005576;GO:0009664"
"Bradi2g53590.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g53600.1"	"unknown"
"Bradi2g53610.1"	"GO:0003677"
"Bradi2g53620.1"	"GO:0003677;GO:0005634;GO:0008270;GO:0045893"
"Bradi2g53650.1"	"GO:0004842;GO:0005488;GO:0005515;GO:0016567"
"Bradi2g53661.1"	"unknown"
"Bradi2g53665.1"	"unknown"
"Bradi2g53670.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0007165"
"Bradi2g53680.1"	"unknown"
"Bradi2g53690.1"	"unknown"
"Bradi2g53700.1"	"unknown"
"Bradi2g53720.1"	"GO:0005622;GO:0006886"
"Bradi2g53730.1"	"GO:0003333"
"Bradi2g53740.2"	"unknown"
"Bradi2g53750.2"	"GO:0030001;GO:0046872"
"Bradi2g53760.1"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g53770.1"	"unknown"
"Bradi2g53780.1"	"unknown"
"Bradi2g53790.4"	"GO:0035091"
"Bradi2g53800.1"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g53810.1"	"unknown"
"Bradi2g53820.1"	"GO:0000145;GO:0006887"
"Bradi2g53830.1"	"GO:0016788"
"Bradi2g53870.1"	"GO:0008168"
"Bradi2g53880.2"	"unknown"
"Bradi2g53890.1"	"unknown"
"Bradi2g53900.2"	"GO:0005515"
"Bradi2g53910.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi2g53930.1"	"unknown"
"Bradi2g53940.1"	"GO:0019867"
"Bradi2g53960.1"	"GO:0016226"
"Bradi2g53970.1"	"GO:0016491;GO:0055114"
"Bradi2g53980.1"	"GO:0005515;GO:0008270;GO:0046872"
"Bradi2g53990.1"	"unknown"
"Bradi2g54000.1"	"unknown"
"Bradi2g54010.1"	"unknown"
"Bradi2g54040.5"	"GO:0005515;GO:0051087"
"Bradi2g54047.1"	"unknown"
"Bradi2g54060.1"	"GO:0016788"
"Bradi2g54067.4"	"unknown"
"Bradi2g54080.2"	"GO:0004672;GO:0004713;GO:0005509;GO:0005524;GO:0006468"
"Bradi2g54090.5"	"GO:0005506;GO:0016491;GO:0055114"
"Bradi2g54100.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g54110.1"	"GO:0005515"
"Bradi2g54120.2"	"GO:0016791"
"Bradi2g54127.2"	"GO:0004848"
"Bradi2g54138.2"	"GO:0033743;GO:0055114"
"Bradi2g54150.1"	"GO:0004185;GO:0006508"
"Bradi2g54160.1"	"GO:0006810"
"Bradi2g54170.8"	"GO:0005515"
"Bradi2g54177.7"	"unknown"
"Bradi2g54190.1"	"GO:0000220;GO:0015078;GO:0015991;GO:0033179"
"Bradi2g54200.2"	"GO:0046982"
"Bradi2g54206.1"	"unknown"
"Bradi2g54210.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935"
"Bradi2g54220.1"	"GO:0046872"
"Bradi2g54222.1"	"unknown"
"Bradi2g54224.2"	"unknown"
"Bradi2g54230.3"	"unknown"
"Bradi2g54240.1"	"GO:0004601;GO:0005509;GO:0016020;GO:0016491;GO:0050664;GO:0055114"
"Bradi2g54250.2"	"unknown"
"Bradi2g54260.2"	"GO:0005515"
"Bradi2g54290.3"	"unknown"
"Bradi2g54300.1"	"GO:0005524;GO:0016020;GO:0016887"
"Bradi2g54320.1"	"GO:0016021"
"Bradi2g54330.1"	"unknown"
"Bradi2g54340.1"	"GO:0005515"
"Bradi2g54360.1"	"GO:0005515"
"Bradi2g54367.2"	"unknown"
"Bradi2g54380.1"	"GO:0003854;GO:0006694;GO:0016616;GO:0055114"
"Bradi2g54390.1"	"GO:0003678;GO:0005524;GO:0043141"
"Bradi2g54400.2"	"unknown"
"Bradi2g54410.1"	"GO:0006812;GO:0008324;GO:0016021;GO:0055085"
"Bradi2g54430.1"	"unknown"
"Bradi2g54441.1"	"GO:0005525"
"Bradi2g54450.1"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi2g54460.2"	"GO:0003924;GO:0005525;GO:0005622;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020"
"Bradi2g54480.1"	"GO:0006810"
"Bradi2g54500.1"	"GO:0003676;GO:0046872"
"Bradi2g54510.2"	"unknown"
"Bradi2g54520.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g54540.1"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi2g54550.1"	"unknown"
"Bradi2g54560.1"	"unknown"
"Bradi2g54570.1"	"unknown"
"Bradi2g54580.1"	"unknown"
"Bradi2g54595.1"	"unknown"
"Bradi2g54600.3"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi2g54607.1"	"unknown"
"Bradi2g54620.1"	"unknown"
"Bradi2g54630.3"	"unknown"
"Bradi2g54640.1"	"GO:0003677"
"Bradi2g54660.3"	"GO:0005515"
"Bradi2g54670.9"	"unknown"
"Bradi2g54680.1"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g54690.1"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g54697.1"	"GO:0004222;GO:0005524;GO:0006508;GO:0008270;GO:0016021"
"Bradi2g54720.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g54731.3"	"GO:0003824"
"Bradi2g54740.1"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g54745.1"	"unknown"
"Bradi2g54750.1"	"unknown"
"Bradi2g54760.1"	"GO:0006457"
"Bradi2g54770.4"	"GO:0008270"
"Bradi2g54777.1"	"GO:0004190;GO:0006508"
"Bradi2g54791.3"	"GO:0003677"
"Bradi2g54800.1"	"unknown"
"Bradi2g54810.5"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi2g54814.1"	"unknown"
"Bradi2g54817.1"	"unknown"
"Bradi2g54830.3"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi2g54840.1"	"GO:0008168"
"Bradi2g54850.6"	"unknown"
"Bradi2g54860.15"	"GO:0005669;GO:0006352;GO:0046982"
"Bradi2g54870.1"	"unknown"
"Bradi2g54880.1"	"unknown"
"Bradi2g54890.1"	"GO:0016491;GO:0055114"
"Bradi2g54900.1"	"GO:0016491;GO:0055114"
"Bradi2g54910.1"	"unknown"
"Bradi2g54920.4"	"GO:0003824;GO:0004350;GO:0005737;GO:0006561;GO:0008152;GO:0016491;GO:0055114"
"Bradi2g54927.3"	"GO:0005488;GO:0005515"
"Bradi2g54940.1"	"GO:0003677;GO:0006355"
"Bradi2g54950.1"	"GO:0003924;GO:0005525;GO:0005622;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020"
"Bradi2g54960.3"	"unknown"
"Bradi2g54971.1"	"unknown"
"Bradi2g54980.1"	"GO:0005089"
"Bradi2g54990.4"	"unknown"
"Bradi2g55010.1"	"unknown"
"Bradi2g55020.1"	"unknown"
"Bradi2g55030.3"	"GO:0008270"
"Bradi2g55040.2"	"GO:0003677"
"Bradi2g55050.3"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g55060.1"	"GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114"
"Bradi2g55070.1"	"unknown"
"Bradi2g55077.1"	"unknown"
"Bradi2g55090.1"	"unknown"
"Bradi2g55100.1"	"GO:0008242"
"Bradi2g55110.1"	"GO:0003865;GO:0005737;GO:0006629;GO:0008202;GO:0016020;GO:0016021;GO:0016627;GO:0055114"
"Bradi2g55120.1"	"GO:0004645;GO:0005975;GO:0008184;GO:0030170"
"Bradi2g55126.10"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g55132.1"	"GO:0016021;GO:0022857;GO:0055085"
"Bradi2g55150.1"	"GO:0005975;GO:0042132;GO:0042578"
"Bradi2g55160.1"	"unknown"
"Bradi2g55170.1"	"unknown"
"Bradi2g55180.2"	"GO:0003824;GO:0009058"
"Bradi2g55190.2"	"GO:0005515"
"Bradi2g55200.1"	"unknown"
"Bradi2g55210.1"	"GO:0005515"
"Bradi2g55217.1"	"GO:0003677"
"Bradi2g55223.1"	"unknown"
"Bradi2g55230.1"	"GO:0005515"
"Bradi2g55240.3"	"GO:0005515"
"Bradi2g55250.1"	"GO:0016747"
"Bradi2g55260.1"	"unknown"
"Bradi2g55270.1"	"GO:0003677"
"Bradi2g55280.1"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g55290.1"	"GO:0008152;GO:0016746"
"Bradi2g55297.1"	"GO:0005515"
"Bradi2g55310.1"	"GO:0006952"
"Bradi2g55320.3"	"GO:0006270;GO:0051301"
"Bradi2g55340.3"	"unknown"
"Bradi2g55351.1"	"GO:0005643;GO:0017056"
"Bradi2g55360.1"	"unknown"
"Bradi2g55380.3"	"GO:0003824;GO:0030246;GO:2001070"
"Bradi2g55390.5"	"unknown"
"Bradi2g55407.2"	"GO:0016765"
"Bradi2g55417.1"	"unknown"
"Bradi2g55430.1"	"unknown"
"Bradi2g55440.1"	"GO:0005215;GO:0006810;GO:0016020;GO:0055085"
"Bradi2g55450.2"	"unknown"
"Bradi2g55460.1"	"GO:0005634"
"Bradi2g55470.1"	"GO:0005515"
"Bradi2g55477.5"	"GO:0003677;GO:0005515"
"Bradi2g55490.1"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi2g55497.1"	"GO:0005669;GO:0006352;GO:0046982"
"Bradi2g55520.1"	"unknown"
"Bradi2g55530.7"	"GO:0006486;GO:0008373"
"Bradi2g55560.1"	"GO:0006470;GO:0008138;GO:0016311;GO:0016791"
"Bradi2g55567.2"	"GO:0003700;GO:0006351;GO:0006355;GO:0043565"
"Bradi2g55580.5"	"GO:0005515"
"Bradi2g55590.1"	"GO:0003924;GO:0005525;GO:0043234;GO:0051258"
"Bradi2g55600.2"	"GO:0003723;GO:0003735;GO:0006412;GO:0015934"
"Bradi2g55620.1"	"GO:0004553;GO:0005975"
"Bradi2g55630.1"	"GO:0004553;GO:0005975"
"Bradi2g55640.1"	"GO:0005198;GO:0005515;GO:0006886;GO:0016192;GO:0030117;GO:0030126"
"Bradi2g55650.1"	"GO:0005515"
"Bradi2g55660.1"	"unknown"
"Bradi2g55690.2"	"GO:0004553;GO:0005975"
"Bradi2g55697.1"	"unknown"
"Bradi2g55710.1"	"unknown"
"Bradi2g55720.1"	"GO:0046872"
"Bradi2g55730.1"	"GO:0004026;GO:0006066"
"Bradi2g55740.1"	"unknown"
"Bradi2g55750.1"	"unknown"
"Bradi2g55760.1"	"GO:0015049;GO:0015947;GO:0035091"
"Bradi2g55770.3"	"unknown"
"Bradi2g55780.1"	"GO:0003677;GO:0006355"
"Bradi2g55797.2"	"GO:0003677"
"Bradi2g55807.1"	"unknown"
"Bradi2g55820.1"	"unknown"
"Bradi2g55850.2"	"unknown"
"Bradi2g55860.1"	"unknown"
"Bradi2g55870.1"	"GO:0005975"
"Bradi2g55880.1"	"unknown"
"Bradi2g55886.1"	"unknown"
"Bradi2g55892.1"	"GO:0005515"
"Bradi2g55920.1"	"unknown"
"Bradi2g55925.1"	"unknown"
"Bradi2g55930.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g55940.1"	"unknown"
"Bradi2g55950.2"	"unknown"
"Bradi2g55960.1"	"GO:0008152;GO:0016758"
"Bradi2g55980.1"	"GO:0003677;GO:0006355"
"Bradi2g55990.1"	"GO:0005515;GO:0008270"
"Bradi2g56000.1"	"unknown"
"Bradi2g56021.2"	"GO:0006810;GO:0016021;GO:0016192"
"Bradi2g56030.1"	"GO:0005975;GO:0042132;GO:0042578"
"Bradi2g56037.1"	"unknown"
"Bradi2g56050.1"	"unknown"
"Bradi2g56060.2"	"unknown"
"Bradi2g56070.5"	"GO:0005515"
"Bradi2g56090.4"	"GO:0005515"
"Bradi2g56096.3"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi2g56102.3"	"GO:0005975;GO:0008152;GO:0016758;GO:0030259"
"Bradi2g56110.1"	"GO:0016020"
"Bradi2g56120.3"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006397"
"Bradi2g56130.3"	"unknown"
"Bradi2g56145.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi2g56160.1"	"GO:0000166;GO:0001882;GO:0003676;GO:0003677;GO:0003887;GO:0006260;GO:0008270;GO:0008408"
"Bradi2g56190.1"	"unknown"
"Bradi2g56210.1"	"unknown"
"Bradi2g56220.1"	"GO:0005488"
"Bradi2g56240.1"	"unknown"
"Bradi2g56250.3"	"GO:0016021"
"Bradi2g56260.3"	"unknown"
"Bradi2g56267.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g56274.1"	"GO:0006813;GO:0008324"
"Bradi2g56281.7"	"GO:0003677;GO:0005524;GO:0006281;GO:0008094"
"Bradi2g56310.1"	"unknown"
"Bradi2g56320.3"	"GO:0003676;GO:0046872"
"Bradi2g56330.1"	"GO:0003824;GO:0009058;GO:0030170"
"Bradi2g56340.1"	"unknown"
"Bradi2g56347.1"	"GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085"
"Bradi2g56360.2"	"GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085"
"Bradi2g56370.3"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g56375.1"	"unknown"
"Bradi2g56380.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g56387.2"	"GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085"
"Bradi2g56397.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g56410.1"	"unknown"
"Bradi2g56416.1"	"GO:0006508;GO:0008234"
"Bradi2g56426.1"	"unknown"
"Bradi2g56430.1"	"unknown"
"Bradi2g56440.1"	"GO:0003676;GO:0004527;GO:0004534;GO:0005634;GO:0006139;GO:0008270"
"Bradi2g56450.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi2g56460.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g56470.1"	"GO:0004044;GO:0009113;GO:0009116"
"Bradi2g56480.1"	"GO:0015095;GO:0015693;GO:0016021"
"Bradi2g56490.1"	"GO:0005515"
"Bradi2g56500.1"	"unknown"
"Bradi2g56510.1"	"unknown"
"Bradi2g56520.1"	"GO:0003677"
"Bradi2g56530.3"	"GO:0006810;GO:0016021"
"Bradi2g56537.1"	"GO:0003677;GO:0003824"
"Bradi2g56547.1"	"GO:0005524;GO:0016307;GO:0046488"
"Bradi2g56557.1"	"GO:0003824;GO:0005515;GO:0016740"
"Bradi2g56570.1"	"unknown"
"Bradi2g56587.2"	"GO:0004721;GO:0005515;GO:0005634"
"Bradi2g56607.1"	"GO:0004553;GO:0005975;GO:0030246"
"Bradi2g56620.1"	"GO:0006457;GO:0051082"
"Bradi2g56630.1"	"GO:0008375;GO:0016020"
"Bradi2g56650.1"	"GO:0005515"
"Bradi2g56660.3"	"unknown"
"Bradi2g56662.1"	"GO:0000166;GO:0003676"
"Bradi2g56665.5"	"unknown"
"Bradi2g56676.2"	"GO:0000166;GO:0003676;GO:0016765"
"Bradi2g56682.1"	"unknown"
"Bradi2g56686.1"	"GO:0004672;GO:0004674;GO:0005524;GO:0006468"
"Bradi2g56690.2"	"unknown"
"Bradi2g56706.1"	"unknown"
"Bradi2g56710.1"	"GO:0005515;GO:0008270"
"Bradi2g56713.1"	"unknown"
"Bradi2g56717.1"	"GO:0009058;GO:0016844"
"Bradi2g56730.2"	"unknown"
"Bradi2g56740.1"	"unknown"
"Bradi2g56750.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi2g56760.1"	"unknown"
"Bradi2g56767.1"	"unknown"
"Bradi2g56780.2"	"GO:0006725;GO:0008198;GO:0008270;GO:0016491;GO:0016701;GO:0055114"
"Bradi2g56786.1"	"GO:0006725;GO:0008198;GO:0008270;GO:0016491;GO:0016701;GO:0055114"
"Bradi2g56792.2"	"GO:0005515;GO:0016279;GO:0018026"
"Bradi2g56810.1"	"GO:0016757"
"Bradi2g56820.1"	"GO:0004857;GO:0005618;GO:0030599;GO:0042545"
"Bradi2g56822.1"	"unknown"
"Bradi2g56824.1"	"unknown"
"Bradi2g56826.2"	"GO:0003676;GO:0006355"
"Bradi2g56860.1"	"GO:0005515"
"Bradi2g56880.1"	"unknown"
"Bradi2g56890.1"	"unknown"
"Bradi2g56900.1"	"unknown"
"Bradi2g56910.2"	"unknown"
"Bradi2g56920.3"	"GO:0005515"
"Bradi2g56960.1"	"GO:0016020;GO:0016655;GO:0055114"
"Bradi2g56970.5"	"GO:0005515"
"Bradi2g56990.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi2g57000.1"	"GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0046983"
"Bradi2g57010.4"	"unknown"
"Bradi2g57027.1"	"GO:0005506;GO:0016491;GO:0055114"
"Bradi2g57050.1"	"GO:0003677;GO:0006302;GO:0006310"
"Bradi2g57060.1"	"GO:0000226;GO:0000922;GO:0005815"
"Bradi2g57071.1"	"unknown"
"Bradi2g57080.2"	"unknown"
"Bradi2g57087.7"	"GO:0008168"
"Bradi2g57100.1"	"GO:0003677;GO:0006355"
"Bradi2g57107.5"	"GO:0003677;GO:0005515;GO:0005634;GO:0006352;GO:0016570"
"Bradi2g57120.1"	"unknown"
"Bradi2g57130.1"	"unknown"
"Bradi2g57150.1"	"GO:0016021"
"Bradi2g57170.1"	"unknown"
"Bradi2g57180.7"	"GO:0005975"
"Bradi2g57190.6"	"unknown"
"Bradi2g57210.1"	"unknown"
"Bradi2g57220.1"	"GO:0003676;GO:0003723"
"Bradi2g57230.1"	"unknown"
"Bradi2g57240.1"	"GO:0005524;GO:0006457;GO:0051082"
"Bradi2g57250.1"	"unknown"
"Bradi2g57260.1"	"GO:0008299;GO:0050518"
"Bradi2g57270.1"	"GO:0003677;GO:0003747;GO:0006415"
"Bradi2g57280.1"	"GO:0005515;GO:0006355;GO:0008270;GO:0042393"
"Bradi2g57297.1"	"GO:0003677;GO:0006355"
"Bradi2g57310.1"	"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085"
"Bradi2g57317.4"	"GO:0006952;GO:0009772;GO:0016021;GO:0019684;GO:0045156"
"Bradi2g57330.3"	"GO:0004674;GO:0005524;GO:0006468"
"Bradi2g57332.1"	"unknown"
"Bradi2g57336.1"	"GO:0046872"
"Bradi2g57340.1"	"unknown"
"Bradi2g57350.1"	"GO:0005515;GO:0006614;GO:0008312;GO:0048500"
"Bradi2g57360.9"	"GO:0003677;GO:0003899;GO:0005666;GO:0006383"
"Bradi2g57380.4"	"unknown"
"Bradi2g57386.1"	"unknown"
"Bradi2g57402.2"	"unknown"
"Bradi2g57410.2"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544"
